,UserID,JobID,Rating
130,547,1107041,0
131,547,1098193,0
132,547,1084553,0
133,547,1064969,0
134,547,1063997,0
136,553,523965,0
137,553,1116306,0
138,553,1116255,0
139,553,1116165,0
140,553,1116081,0
142,554,300053,1
143,554,1078274,1
144,554,146817,1
145,554,654538,1
146,554,336293,1
147,554,640492,1
148,554,271546,1
149,554,283949,1
150,554,1066757,1
151,554,300007,1
152,554,1042648,1
153,554,680718,1
154,554,600058,1
155,554,25820,1
156,554,403896,1
157,554,497069,1
158,554,802921,1
159,554,473911,1
160,554,811833,1
161,554,35071,1
162,554,300020,1
163,554,812337,1
164,554,537961,1
165,554,600011,1
166,554,871066,1
167,554,1113088,1
168,554,946506,1
169,554,600033,1
170,554,283948,1
171,554,600045,1
172,554,1091388,1
173,554,18,1
174,554,488127,1
175,554,957,1
176,554,328100,1
177,554,28139,1
178,554,817048,1
179,554,251966,1
180,554,316374,1
181,554,747584,1
182,554,491965,1
183,554,537959,1
184,554,280275,1
185,554,855139,1
186,554,149199,1
187,554,449029,1
188,554,627377,1
189,554,40,1
190,554,273293,1
191,554,773410,1
192,554,1114210,0
193,554,1113738,0
194,554,1113652,0
195,554,1113651,0
196,554,1055159,0
198,555,1058892,1
199,555,1114478,0
200,555,1107542,0
201,555,1107505,0
202,555,1106116,0
203,555,1105865,0
205,640,900359,1
206,640,1029201,0
207,640,1004533,0
208,640,963970,0
209,640,803234,0
210,640,504183,0
212,644,558784,0
213,644,278561,0
214,644,258651,0
215,644,207875,0
216,644,130940,0
218,645,464796,1
219,645,234872,1
220,645,222539,1
221,645,814750,1
222,645,1014772,1
223,645,565961,1
224,645,159979,1
225,645,547649,1
226,645,1116201,0
227,645,1115868,0
228,645,1115486,0
229,645,1115485,0
230,645,1115363,0
232,655,214688,1
233,655,986010,1
234,655,585967,1
235,655,886994,1
236,655,1114507,0
237,655,1111827,0
238,655,1110271,0
239,655,1108915,0
240,655,1077100,0
242,682,24469,1
243,682,266926,1
244,682,591265,1
245,682,1109726,0
246,682,1039190,0
247,682,1038715,0
248,682,974396,0
249,682,974395,0
251,744,1113998,0
252,744,1107712,0
253,744,1094582,0
254,744,1077655,0
255,744,904741,0
257,767,1077691,0
258,767,1053937,0
259,767,1035141,0
260,767,898514,0
261,767,818244,0
263,769,86106,1
264,769,327571,1
265,769,119161,1
266,769,28124,1
267,769,306734,1
268,769,584241,1
269,769,811935,1
270,769,1032353,1
271,769,381978,1
272,769,608556,1
273,769,601021,1
274,769,775477,1
275,769,778617,1
276,769,39407,1
277,769,361603,1
278,769,300974,1
279,769,551465,1
280,769,1061408,1
281,769,28033,1
282,769,276926,1
283,769,900568,1
284,769,1054653,1
285,769,683925,1
286,769,134528,1
287,769,174594,1
288,769,478877,1
289,769,1039146,1
290,769,1069766,1
291,769,900935,1
292,769,344549,1
293,769,7620,1
294,769,497411,1
295,769,512686,1
296,769,195570,1
297,769,814990,1
298,769,272504,1
299,769,624249,1
300,769,970973,0
301,769,908081,0
302,769,765210,0
303,769,545651,0
304,769,340536,0
306,861,149330,1
307,861,1096879,0
308,861,1028413,0
309,861,1003185,0
310,861,934350,0
311,861,855807,0
313,908,1085302,0
314,908,1058025,0
315,908,1049332,0
316,908,1047301,0
317,908,1020558,0
319,951,1051929,1
320,951,207874,1
321,951,200296,1
322,951,780304,1
323,951,821864,1
324,951,769592,1
325,951,885313,1
326,951,1025718,1
327,951,387058,1
328,951,77978,1
329,951,1115864,0
330,951,1115360,0
331,951,1115093,0
332,951,1115092,0
333,951,1115091,0
335,966,1057537,1
336,966,1116103,0
337,966,1116075,0
338,966,1115243,0
339,966,1115154,0
340,966,1114241,0
342,1006,1107350,0
343,1006,1094506,0
344,1006,1089431,0
345,1006,1072230,0
346,1006,1066330,0
348,1031,1114484,0
349,1031,1114420,0
350,1031,1114111,0
351,1031,1110298,0
352,1031,1108001,0
354,1045,558454,1
355,1045,1110987,0
356,1045,1110976,0
357,1045,1105122,0
358,1045,1100801,0
359,1045,1099700,0
361,1113,6867,1
362,1113,1064561,0
363,1113,1064558,0
364,1113,1064543,0
365,1113,1045072,0
366,1113,1008797,0
368,1123,1115531,0
369,1123,1115241,0
370,1123,1115006,0
371,1123,1114736,0
372,1123,1114710,0
374,1138,80928,1
375,1138,964510,0
376,1138,961258,0
377,1138,792378,0
378,1138,683699,0
379,1138,683697,0
381,1192,1115762,0
382,1192,1115282,0
383,1192,1115049,0
384,1192,1114855,0
385,1192,1114792,0
387,1201,528186,1
388,1201,1116173,0
389,1201,1116157,0
390,1201,1115918,0
391,1201,1115902,0
392,1201,1115900,0
394,1204,1116201,0
395,1204,1115910,0
396,1204,1115907,0
397,1204,1115904,0
398,1204,1115897,0
400,1206,192714,1
401,1206,312984,1
402,1206,468740,1
403,1206,1101347,0
404,1206,1050335,0
405,1206,1049264,0
406,1206,1039528,0
407,1206,985190,0
409,1226,1115762,0
410,1226,1115282,0
411,1226,1115049,0
412,1226,1114855,0
413,1226,1114792,0
415,1244,1115582,0
416,1244,1113995,0
417,1244,1113100,0
418,1244,1112154,0
419,1244,1111834,0
421,1355,747871,1
422,1355,117126,1
423,1355,544027,1
424,1355,1115309,0
425,1355,1114853,0
426,1355,1112430,0
427,1355,1112426,0
428,1355,1112371,0
430,1363,898053,1
431,1363,1115899,0
432,1363,1115894,0
433,1363,1114874,0
434,1363,1114860,0
435,1363,1114616,0
437,1374,746078,1
438,1374,34963,1
439,1374,1101488,0
440,1374,1080856,0
441,1374,1065418,0
442,1374,1044397,0
443,1374,1040844,0
445,1486,1115888,0
446,1486,1093460,0
447,1486,1077645,0
448,1486,1062589,0
449,1486,1054167,0
451,1487,1062952,0
452,1487,952726,0
453,1487,897697,0
454,1487,897667,0
455,1487,876290,0
457,1526,997521,1
458,1526,512682,1
459,1526,364189,1
460,1526,899718,1
461,1526,971791,1
462,1526,1116220,0
463,1526,1116172,0
464,1526,1115878,0
465,1526,1115760,0
466,1526,1115707,0
468,1541,316105,0
469,1541,1116110,0
470,1541,1116033,0
471,1541,1116032,0
472,1541,1115096,0
474,1563,1115228,0
475,1563,1114696,0
476,1563,1112158,0
477,1563,1110248,0
478,1563,1109776,0
480,1610,192076,1
481,1610,1108070,0
482,1610,1088858,0
483,1610,1084060,0
484,1610,1057545,0
485,1610,1057115,0
487,1645,292175,1
488,1645,492315,1
489,1645,175314,1
490,1645,775692,1
491,1645,535350,1
492,1645,174692,1
493,1645,924867,1
494,1645,1115688,0
495,1645,1115599,0
496,1645,1114110,0
497,1645,1113848,0
498,1645,1113274,0
500,1657,1115230,0
501,1657,1114613,0
502,1657,1114603,0
503,1657,1114010,0
504,1657,1113628,0
506,1697,961415,1
507,1697,880231,1
508,1697,496169,1
509,1697,28124,1
510,1697,300774,1
511,1697,109062,1
512,1697,212094,1
513,1697,311483,1
514,1697,809510,1
515,1697,381978,1
516,1697,15428,1
517,1697,264265,1
518,1697,601021,1
519,1697,580317,1
520,1697,911848,1
521,1697,778350,1
522,1697,901920,1
523,1697,242150,1
524,1697,300740,1
525,1697,495321,1
526,1697,866859,1
527,1697,212415,1
528,1697,339201,1
529,1697,822675,1
530,1697,959911,1
531,1697,1050681,1
532,1697,282642,1
533,1697,167006,1
534,1697,13313,1
535,1697,149354,1
536,1697,825168,1
537,1697,905085,1
538,1697,1054653,1
539,1697,554509,1
540,1697,812531,1
541,1697,1045358,1
542,1697,1017822,1
543,1697,300767,1
544,1697,314425,1
545,1697,512686,1
546,1697,272504,1
547,1697,16670,1
548,1697,911255,0
549,1697,1116220,0
550,1697,1116172,0
551,1697,1115994,0
552,1697,1115929,0
554,1721,1110293,0
555,1721,1104829,0
556,1721,1099821,0
557,1721,1071126,0
558,1721,1066820,0
560,1769,142339,1
561,1769,1112244,0
562,1769,1111752,0
563,1769,996978,0
564,1769,974125,0
565,1769,970828,0
567,1770,240288,1
568,1770,766450,1
569,1770,1020832,1
570,1770,811667,1
571,1770,677738,1
572,1770,1105879,0
573,1770,1104961,0
574,1770,1104389,0
575,1770,1095604,0
576,1770,1095578,0
578,1793,1092257,0
579,1793,1070355,0
580,1793,1017399,0
581,1793,1008526,0
582,1793,972607,0
584,1800,1116220,0
585,1800,1116172,0
586,1800,1115878,0
587,1800,1115760,0
588,1800,1115707,0
590,1834,208443,1
591,1834,1115253,0
592,1834,1114466,0
593,1834,1114455,0
594,1834,1114426,0
595,1834,1113467,0
597,1846,417505,1
598,1846,418063,1
599,1846,1116244,0
600,1846,1116224,0
601,1846,1116205,0
602,1846,1116148,0
603,1846,1115864,0
605,1960,151684,1
606,1960,1100477,1
607,1960,339688,1
608,1960,1091392,1
609,1960,1014158,1
610,1960,1113725,0
611,1960,1113142,0
612,1960,1111308,0
613,1960,1108022,0
614,1960,1093855,0
616,2003,599565,1
617,2003,1116282,0
618,2003,1114600,0
619,2003,1113744,0
620,2003,1113516,0
621,2003,1113125,0
623,2010,710546,1
624,2010,201393,1
625,2010,791739,1
626,2010,1107927,0
627,2010,1086636,0
628,2010,1058544,0
629,2010,1050709,0
630,2010,1050263,0
632,2011,28551,1
633,2011,331150,1
634,2011,597000,1
635,2011,657551,1
636,2011,212272,1
637,2011,809372,1
638,2011,1051407,1
639,2011,212273,1
640,2011,551678,1
641,2011,1083190,0
642,2011,1071690,0
643,2011,1050988,0
644,2011,1047268,0
645,2011,1024823,0
647,2032,298812,1
648,2032,928032,1
649,2032,79196,1
650,2032,179834,1
651,2032,451657,1
652,2032,338452,1
653,2032,928013,1
654,2032,922310,0
655,2032,752394,0
656,2032,752392,0
657,2032,627774,0
658,2032,617276,0
660,2116,812095,1
661,2116,212272,1
662,2116,212273,1
663,2116,1116173,0
664,2116,1116157,0
665,2116,1115918,0
666,2116,1115902,0
667,2116,1115900,0
669,2134,25963,1
670,2134,922397,1
671,2134,863147,1
672,2134,1115731,0
673,2134,1104078,0
674,2134,1098991,0
675,2134,1095682,0
676,2134,1095565,0
678,2166,1011434,0
679,2166,1011395,0
680,2166,753736,0
681,2166,554024,0
682,2166,522261,0
684,2203,657508,1
685,2203,505127,1
686,2203,858238,1
687,2203,764091,1
688,2203,474149,1
689,2203,1106622,0
690,2203,1077718,0
691,2203,1027909,0
692,2203,1027774,0
693,2203,1027585,0
695,2204,1116116,0
696,2204,1116012,0
697,2204,1114639,0
698,2204,1114631,0
699,2204,1114506,0
701,2241,453970,1
702,2241,431409,1
703,2241,634911,1
704,2241,996870,1
705,2241,1112361,0
706,2241,1112249,0
707,2241,1083663,0
708,2241,1083657,0
709,2241,1039070,0
711,2304,361503,1
712,2304,1114270,0
713,2304,1090337,0
714,2304,1082610,0
715,2304,1066465,0
716,2304,1050002,0
718,2327,740622,1
719,2327,1111199,0
720,2327,983621,0
721,2327,892700,0
722,2327,892690,0
723,2327,788668,0
725,2337,163691,1
726,2337,553831,1
727,2337,1075572,1
728,2337,763434,1
729,2337,1115890,0
730,2337,1115362,0
731,2337,1115178,0
732,2337,1114564,0
733,2337,1114404,0
735,2370,1116165,0
736,2370,1108016,0
737,2370,1097962,0
738,2370,1053367,0
739,2370,1037003,0
741,2385,774247,1
742,2385,851462,1
743,2385,927754,1
744,2385,1022157,0
745,2385,880013,0
746,2385,848031,0
747,2385,674281,0
748,2385,544124,0
750,2386,466960,1
751,2386,814970,1
752,2386,54371,1
753,2386,165188,1
754,2386,640533,1
755,2386,313825,1
756,2386,466263,1
757,2386,230536,1
758,2386,184511,1
759,2386,1113913,0
760,2386,1099935,0
761,2386,1099934,0
762,2386,1099932,0
763,2386,1095734,0
765,2393,636398,1
766,2393,512323,1
767,2393,626131,1
768,2393,922779,1
769,2393,200446,1
770,2393,338854,1
771,2393,156753,1
772,2393,625404,1
773,2393,478163,1
774,2393,502475,1
775,2393,331319,1
776,2393,875998,1
777,2393,631265,1
778,2393,331260,1
779,2393,1116234,0
780,2393,1115525,0
781,2393,1115350,0
782,2393,1113283,0
783,2393,1113106,0
785,2432,908520,1
786,2432,675077,0
787,2432,634154,0
788,2432,417584,0
789,2432,223865,0
790,2432,157723,0
792,2469,775690,1
793,2469,881350,1
794,2469,786735,1
795,2469,1115582,0
796,2469,1113995,0
797,2469,1113100,0
798,2469,1112154,0
799,2469,1111834,0
801,2472,1026804,1
802,2472,354546,1
803,2472,446115,1
804,2472,300910,1
805,2472,472197,1
806,2472,997072,1
807,2472,300959,1
808,2472,1116205,0
809,2472,1113301,0
810,2472,1111857,0
811,2472,1110495,0
812,2472,1109759,0
814,2473,1114507,0
815,2473,1111827,0
816,2473,1110271,0
817,2473,1108915,0
818,2473,1077100,0
820,2481,1114713,0
821,2481,1106488,0
822,2481,1104923,0
823,2481,1089820,0
824,2481,1089291,0
826,2528,207742,1
827,2528,334844,1
828,2528,501534,1
829,2528,560528,1
830,2528,191727,1
831,2528,46452,1
832,2528,624163,1
833,2528,969925,1
834,2528,958210,1
835,2528,811914,1
836,2528,150909,1
837,2528,917569,1
838,2528,624159,1
839,2528,1012976,1
840,2528,1108612,0
841,2528,1108607,0
842,2528,1098350,0
843,2528,1094687,0
844,2528,1088609,0
846,2549,1076688,1
847,2549,364725,1
848,2549,835102,1
849,2549,535308,1
850,2549,912672,1
851,2549,959551,1
852,2549,1113222,0
853,2549,1107996,0
854,2549,1107659,0
855,2549,1106674,0
856,2549,1075221,0
858,2571,1115505,0
859,2571,1115335,0
860,2571,1115321,0
861,2571,1115265,0
862,2571,1114714,0
864,2604,1035372,0
865,2604,1026813,0
866,2604,983579,0
867,2604,982985,0
868,2604,979123,0
870,2638,596465,1
871,2638,493173,1
872,2638,510346,1
873,2638,90751,1
874,2638,166742,1
875,2638,6867,1
876,2638,1010027,1
877,2638,630912,1
878,2638,480263,1
879,2638,1000035,1
880,2638,1099376,0
881,2638,1092340,0
882,2638,1086917,0
883,2638,1047987,0
884,2638,975280,0
886,2652,596092,1
887,2652,214609,1
888,2652,1028472,1
889,2652,775479,1
890,2652,733218,1
891,2652,187806,1
892,2652,1093039,1
893,2652,272568,1
894,2652,848187,1
895,2652,476989,1
896,2652,243596,1
897,2652,327070,1
898,2652,599948,1
899,2652,611077,1
900,2652,150140,1
901,2652,264110,1
902,2652,768429,1
903,2652,13470,1
904,2652,780080,1
905,2652,108437,1
906,2652,1050796,1
907,2652,247857,1
908,2652,198083,1
909,2652,860500,1
910,2652,179975,1
911,2652,262485,1
912,2652,1088282,1
913,2652,878029,1
914,2652,862781,1
915,2652,2121,1
916,2652,262764,1
917,2652,219637,1
918,2652,178370,1
919,2652,1007701,1
920,2652,515420,1
921,2652,152707,1
922,2652,263727,1
923,2652,311769,1
924,2652,860501,1
925,2652,576079,1
926,2652,567681,1
927,2652,595627,1
928,2652,327678,1
929,2652,862530,1
930,2652,582347,1
931,2652,148571,1
932,2652,1010124,1
933,2652,999242,1
934,2652,874378,1
935,2652,284009,1
936,2652,1090398,0
937,2652,1088604,0
938,2652,1084274,0
939,2652,1082315,0
940,2652,1067383,0
942,2658,134570,1
943,2658,595627,1
944,2658,292609,1
945,2658,1108324,0
946,2658,1101268,0
947,2658,1083755,0
948,2658,1064168,0
949,2658,982734,0
951,2700,98768,1
952,2700,1115186,0
953,2700,1090207,0
954,2700,1090206,0
955,2700,1090204,0
956,2700,1090165,0
958,2718,281975,1
959,2718,1116306,0
960,2718,1116081,0
961,2718,1115649,0
962,2718,1115115,0
963,2718,1114995,0
965,2731,337012,1
966,2731,591608,1
967,2731,1111620,0
968,2731,1110933,0
969,2731,1110618,0
970,2731,1108581,0
971,2731,1104069,0
973,2754,475318,1
974,2754,652383,1
975,2754,108399,1
976,2754,700160,1
977,2754,647317,1
978,2754,1086990,1
979,2754,1025286,0
980,2754,648537,0
981,2754,645293,0
982,2754,590964,0
983,2754,579264,0
985,2821,1094524,0
986,2821,1072784,0
987,2821,1072391,0
988,2821,910237,0
989,2821,869623,0
991,2848,109581,1
992,2848,411288,1
993,2848,259953,1
994,2848,45602,1
995,2848,878082,1
996,2848,55049,1
997,2848,1080737,1
998,2848,802974,0
999,2848,1116201,0
1000,2848,1115910,0
1001,2848,1115907,0
1002,2848,1115904,0
1004,2865,658477,1
1005,2865,1100758,0
1006,2865,1051812,0
1007,2865,782122,0
1008,2865,653302,0
1009,2865,542289,0
1011,2888,745891,1
1012,2888,267326,1
1013,2888,911258,1
1014,2888,909862,1
1015,2888,797530,1
1016,2888,626545,1
1017,2888,1114238,0
1018,2888,1113491,0
1019,2888,1109751,0
1020,2888,1109709,0
1021,2888,1105821,0
1023,2958,742591,1
1024,2958,14298,1
1025,2958,919914,1
1026,2958,873093,1
1027,2958,1074772,1
1028,2958,632881,1
1029,2958,1104398,0
1030,2958,1072013,0
1031,2958,1061144,0
1032,2958,1045223,0
1033,2958,999412,0
1035,2982,543550,1
1036,2982,242665,1
1037,2982,458623,1
1038,2982,684352,1
1039,2982,794559,1
1040,2982,1101037,0
1041,2982,1095670,0
1042,2982,1095546,0
1043,2982,1095361,0
1044,2982,1069779,0
1046,3054,1116116,0
1047,3054,1116012,0
1048,3054,1114639,0
1049,3054,1114631,0
1050,3054,1114506,0
1052,3069,522017,1
1053,3069,1014856,0
1054,3069,889208,0
1055,3069,766561,0
1056,3069,758409,0
1057,3069,451774,0
1059,3093,1115202,0
1060,3093,1114811,0
1061,3093,1114621,0
1062,3093,1113148,0
1063,3093,1113147,0
1065,3123,870364,1
1066,3123,1086409,0
1067,3123,1004450,0
1068,3123,1001771,0
1069,3123,939606,0
1070,3123,927405,0
1072,3164,1116144,0
1073,3164,1115815,0
1074,3164,1115585,0
1075,3164,1115153,0
1076,3164,1114912,0
1078,3176,1102260,1
1079,3176,497411,1
1080,3176,1102264,0
1081,3176,1026768,0
1082,3176,970974,0
1083,3176,938792,0
1084,3176,868730,0
1086,3185,969220,1
1087,3185,446938,1
1088,3185,314551,1
1089,3185,446937,1
1090,3185,1038309,1
1091,3185,1105900,0
1092,3185,1018175,0
1093,3185,983431,0
1094,3185,976236,0
1095,3185,970806,0
1097,3186,365848,1
1098,3186,8768,1
1099,3186,8770,1
1100,3186,1116105,0
1101,3186,1116104,0
1102,3186,1115614,0
1103,3186,1115577,0
1104,3186,1115316,0
1106,3232,363460,1
1107,3232,286790,1
1108,3232,867885,1
1109,3232,186385,1
1110,3232,925776,1
1111,3232,324890,1
1112,3232,955639,1
1113,3232,406558,1
1114,3232,1058023,0
1115,3232,1038410,0
1116,3232,979933,0
1117,3232,978000,0
1118,3232,931109,0
1120,3268,1064554,0
1121,3268,954236,0
1122,3268,818110,0
1123,3268,768036,0
1124,3268,768035,0
1126,3276,311424,1
1127,3276,512671,1
1128,3276,221047,1
1129,3276,1114221,0
1130,3276,1113350,0
1131,3276,1113229,0
1132,3276,1107901,0
1133,3276,1107656,0
1135,3290,760338,1
1136,3290,238784,1
1137,3290,785430,1
1138,3290,63659,1
1139,3290,1093390,1
1140,3290,293491,1
1141,3290,681892,1
1142,3290,582809,1
1143,3290,809565,1
1144,3290,844661,1
1145,3290,824871,1
1146,3290,1047550,1
1147,3290,838334,1
1149,3316,311075,1
1150,3316,445231,1
1151,3316,654009,1
1152,3316,341751,1
1153,3316,911679,1
1154,3316,885046,1
1155,3316,868965,1
1156,3316,1101700,0
1157,3316,1098541,0
1158,3316,1097531,0
1159,3316,1095282,0
1160,3316,1078476,0
1162,3351,87580,1
1163,3351,1115225,0
1164,3351,1099697,0
1165,3351,1078719,0
1166,3351,1071820,0
1167,3351,1062206,0
1169,3411,595818,1
1170,3411,238722,1
1171,3411,1115702,0
1172,3411,1114425,0
1173,3411,1114223,0
1174,3411,1113845,0
1175,3411,1113658,0
1177,3475,1116252,0
1178,3475,1115992,0
1179,3475,1115898,0
1180,3475,1115810,0
1181,3475,1115763,0
1183,3491,1110616,0
1184,3491,1110254,0
1185,3491,1109788,0
1186,3491,1109383,0
1187,3491,1105283,0
1189,3539,1111354,0
1190,3539,1092792,0
1191,3539,1058460,0
1192,3539,1034520,0
1193,3539,1014308,0
1195,3582,418208,1
1196,3582,178126,1
1197,3582,759702,1
1198,3582,634266,1
1199,3582,1029022,1
1200,3582,284394,1
1201,3582,1098483,0
1202,3582,1097886,0
1203,3582,1074863,0
1204,3582,1067078,0
1205,3582,1064633,0
1207,3594,1059024,0
1208,3594,897516,0
1209,3594,881006,0
1210,3594,683773,0
1211,3594,453003,0
1213,3638,607262,0
1214,3638,7093,0
1215,3638,1116144,0
1216,3638,1115815,0
1217,3638,1115585,0
1219,3699,1097744,1
1220,3699,1112189,0
1221,3699,1112176,0
1222,3699,1094637,0
1223,3699,1063348,0
1224,3699,1035666,0
1226,3752,28942,1
1227,3752,159639,1
1228,3752,1018946,1
1229,3752,1075925,1
1230,3752,409173,1
1231,3752,1109542,0
1232,3752,1091152,0
1233,3752,1028569,0
1234,3752,981001,0
1235,3752,967627,0
1237,3758,958992,1
1238,3758,300525,1
1239,3758,628722,1
1240,3758,820391,1
1241,3758,488488,1
1242,3758,1059705,0
1243,3758,1059676,0
1244,3758,521281,0
1245,3758,220595,0
1246,3758,1116306,0
1248,3763,1116103,0
1249,3763,1116075,0
1250,3763,1115243,0
1251,3763,1115154,0
1252,3763,1114241,0
1254,3772,851996,1
1255,3772,1109549,0
1256,3772,1082220,0
1257,3772,1082217,0
1258,3772,1082216,0
1259,3772,1082215,0
1261,3801,59591,1
1262,3801,507679,1
1263,3801,902826,1
1264,3801,1106685,0
1265,3801,1106661,0
1266,3801,1076866,0
1267,3801,1065013,0
1268,3801,1049399,0
1270,3830,265434,1
1271,3830,1116220,0
1272,3830,1116172,0
1273,3830,1115878,0
1274,3830,1115760,0
1275,3830,1115707,0
1277,3842,1095526,1
1278,3842,1115864,0
1279,3842,1115360,0
1280,3842,1115093,0
1281,3842,1115092,0
1282,3842,1115091,0
1284,3892,363610,1
1285,3892,558955,1
1286,3892,1116173,0
1287,3892,1115902,0
1288,3892,1115297,0
1289,3892,1114849,0
1290,3892,1114772,0
1292,3908,25250,1
1293,3908,1115864,0
1294,3908,1115360,0
1295,3908,1115093,0
1296,3908,1115092,0
1297,3908,1115091,0
1299,3992,162196,1
1300,3992,540662,1
1301,3992,1049317,1
1302,3992,103226,1
1303,3992,1110740,0
1304,3992,1107577,0
1305,3992,1104927,0
1306,3992,1097890,0
1307,3992,1095572,0
1309,4001,1116173,0
1310,4001,1116157,0
1311,4001,1115918,0
1312,4001,1115902,0
1313,4001,1115900,0
1315,4019,925064,1
1316,4019,1107576,0
1317,4019,1104570,0
1318,4019,1095584,0
1319,4019,1090879,0
1320,4019,1086753,0
1322,4022,762519,1
1323,4022,6991,1
1324,4022,755304,1
1325,4022,1110908,1
1326,4022,262335,1
1327,4022,900158,1
1328,4022,14257,1
1329,4022,374641,1
1330,4022,201249,1
1331,4022,1041837,1
1332,4022,1076320,0
1333,4022,1071980,0
1334,4022,1017006,0
1335,4022,1017005,0
1336,4022,1011149,0
1338,4032,628515,1
1339,4032,1116160,0
1340,4032,1115889,0
1341,4032,1115230,0
1342,4032,1115038,0
1343,4032,1114688,0
1345,4040,1072208,0
1346,4040,1015179,0
1347,4040,946755,0
1348,4040,940402,0
1349,4040,910389,0
1351,4061,639021,1
1352,4061,179076,1
1353,4061,2619,1
1354,4061,628251,1
1355,4061,22426,1
1356,4061,1108860,0
1357,4061,1105327,0
1358,4061,1102880,0
1359,4061,1102879,0
1360,4061,1102878,0
1362,4082,22571,1
1363,4082,1103722,1
1364,4082,1071815,0
1365,4082,1066659,0
1366,4082,1003689,0
1367,4082,1001445,0
1368,4082,955832,0
1370,4083,1112941,0
1371,4083,1092231,0
1372,4083,1076987,0
1373,4083,1066226,0
1374,4083,1048918,0
1376,4107,821501,0
1377,4107,814785,0
1378,4107,1116306,0
1379,4107,1116255,0
1380,4107,1116165,0
1382,4125,139613,1
1383,4125,1115323,0
1384,4125,1115277,0
1385,4125,1114284,0
1386,4125,1106677,0
1387,4125,1101695,0
1389,4200,308525,1
1390,4200,1094221,0
1391,4200,1087170,0
1392,4200,1062407,0
1393,4200,913653,0
1394,4200,877127,0
1396,4202,480381,1
1397,4202,1112169,0
1398,4202,1095269,0
1399,4202,1094625,0
1400,4202,1092459,0
1401,4202,1092450,0
1403,4232,707528,1
1404,4232,835684,1
1405,4232,470038,1
1406,4232,174264,1
1407,4232,1104251,1
1408,4232,509710,1
1409,4232,1008710,1
1410,4232,225638,1
1411,4232,285559,1
1412,4232,1112311,0
1413,4232,1111808,0
1414,4232,1104181,0
1415,4232,1103595,0
1416,4232,1066992,0
1418,4243,1076037,1
1419,4243,802407,1
1420,4243,488536,1
1421,4243,161448,1
1422,4243,1115810,0
1423,4243,1113525,0
1424,4243,1108834,0
1425,4243,1106076,0
1426,4243,1105290,0
1428,4250,1112229,0
1429,4250,1111729,0
1430,4250,1103179,0
1431,4250,1079800,0
1432,4250,1079765,0
1434,4283,414442,1
1435,4283,417018,1
1436,4283,1115505,0
1437,4283,1115335,0
1438,4283,1115321,0
1439,4283,1115265,0
1440,4283,1114714,0
1442,4289,635530,1
1443,4289,1100659,1
1444,4289,485345,1
1445,4289,1113820,0
1446,4289,1111812,0
1447,4289,1110345,0
1448,4289,1104172,0
1449,4289,1104141,0
1451,4332,860430,1
1452,4332,1115280,0
1453,4332,1114678,0
1454,4332,1112082,0
1455,4332,1112045,0
1456,4332,1110808,0
1458,4359,552890,1
1459,4359,263453,1
1460,4359,159980,1
1461,4359,480490,1
1462,4359,552394,1
1463,4359,1102208,1
1464,4359,577629,1
1465,4359,771413,1
1466,4359,480296,1
1467,4359,1049215,1
1468,4359,222244,1
1469,4359,184337,1
1470,4359,845064,1
1471,4359,818318,1
