UserID,JobID,Rating
5190,828656,1
5190,1009925,1
5190,1115312,0
5190,1113846,0
5190,1113263,0
5190,1112865,0
5190,1112862,0
5211,86086,1
5211,508688,1
5211,1111312,0
5211,1076107,0
5211,1076105,0
5211,1059251,0
5211,1055136,0
5676,472187,1
5676,169435,1
5676,281032,1
5676,1115505,0
5676,1115335,0
5676,1115321,0
5676,1115265,0
5676,1114714,0
5874,843069,1
5874,1035183,1
5874,1019342,1
5874,62964,1
5874,490628,1
5874,280714,0
5874,1116244,0
5874,1116224,0
5874,1116205,0
5874,1116148,0
6049,707360,1
6049,29319,1
6049,777975,1
6049,1103130,0
6049,1088589,0
6049,1088588,0
6049,1088073,0
6049,1088066,0
6246,600010,1
6246,642707,1
6246,757625,1
6246,198558,1
6246,925387,1
6246,464856,1
6246,152527,1
6246,254425,1
6246,547357,1
6246,163287,1
6246,896554,1
6246,777793,1
6246,170321,1
6246,34975,1
6246,95122,1
6246,96151,1
6246,1061156,1
6246,202246,1
6246,498800,1
6246,155236,1
6246,761456,1
6246,170621,1
6246,131297,1
6246,177507,1
6246,81144,1
6246,886133,1
6246,775297,1
6246,152528,1
6246,580200,1
6246,1110586,0
6246,1103747,0
6246,1069575,0
6246,1069574,0
6246,959779,0
6288,609397,1
6288,3661,1
6288,569770,1
6288,634207,1
6288,1115864,0
6288,1115360,0
6288,1115093,0
6288,1115092,0
6288,1115091,0
6524,1075430,1
6524,45921,1
6524,353694,1
6524,51971,1
6524,823306,1
6524,211005,1
6524,673307,1
6524,939209,1
6524,581962,1
6524,278897,1
6524,933556,1
6524,752192,1
6524,439256,1
6524,1069611,1
6524,139454,1
6524,210987,1
6524,1109238,1
6524,923357,1
6524,243097,1
6524,1035148,1
6524,1100502,0
6524,1090984,0
6524,1080646,0
6524,1075860,0
6524,1075856,0
7035,519900,1
7035,655856,1
7035,1013769,1
7035,606380,1
7035,220516,1
7035,1116220,0
7035,1116172,0
7035,1115878,0
7035,1115760,0
7035,1115707,0
7196,769186,1
7196,661035,1
7196,593575,1
7196,1078065,1
7196,464414,1
7196,213357,1
7196,1114422,0
7196,1112181,0
7196,1111924,0
7196,1107337,0
7196,1106712,0
7399,381426,1
7399,959862,1
7399,918924,1
7399,1116116,0
7399,1116012,0
7399,1114639,0
7399,1114631,0
7399,1114506,0
7450,39309,1
7450,1093202,1
7450,627516,1
7450,455978,1
7450,617983,1
7450,39307,1
7450,456056,1
7450,1114618,0
7450,1113268,0
7450,1105167,0
7450,1102253,0
7450,1100348,0
7558,705534,1
7558,853384,1
7558,634765,1
7558,382330,1
7558,1074080,1
7558,789654,1
7558,1116306,0
7558,1116255,0
7558,1116165,0
7558,1116081,0
7558,1115650,0
7624,790882,1
7624,26631,1
7624,156008,1
7624,1114125,0
7624,1111931,0
7624,1109068,0
7624,1104928,0
7624,1100381,0
7709,323605,1
7709,11203,1
7709,489199,1
7709,567514,1
7709,223288,1
7709,316099,1
7709,1045242,1
7709,171397,1
7709,410623,1
7709,328067,1
7709,811923,1
7709,285381,1
7709,11208,1
7709,625839,1
7709,283199,1
7709,1011479,1
7709,709648,1
7709,662314,1
7709,189566,1
7709,27985,1
7709,474827,1
7709,651424,1
7709,900522,1
7709,132646,1
7709,928289,1
7709,814741,1
7709,840721,1
7709,302726,1
7709,581638,1
7709,753991,1
7709,340536,1
7709,654933,1
7709,58236,1
7709,261421,1
7709,747871,1
7709,1093256,1
7709,805947,1
7709,434306,1
7709,302186,1
7709,635261,1
7709,558402,1
7709,1024882,1
7709,410080,1
7709,854448,1
7709,460842,1
7709,262188,1
7709,202019,1
7709,480286,1
7709,337136,1
7709,173194,1
7709,600788,1
7709,1113979,1
7709,23599,1
7709,852170,1
7709,897771,1
7709,480334,1
7709,625422,1
7709,358437,1
7709,1024525,1
7709,880915,1
7709,80621,1
7709,911255,1
7709,599460,1
7709,218274,1
7709,15389,1
7709,811918,1
7709,284344,1
7709,587388,1
7709,634018,1
7709,745,1
7709,268019,1
7709,916937,1
7709,108232,1
7709,623591,1
7709,1030173,1
7709,131714,1
7709,999674,1
7709,1090963,1
7709,16756,1
7709,297150,1
7709,854479,1
7709,701090,1
7709,701091,1
7709,285621,1
7709,240593,1
7709,28264,1
7709,748649,1
7709,552623,1
7709,491272,1
7709,61667,1
7709,253318,1
7709,917588,1
7709,898956,1
7709,286527,1
7709,771866,1
7709,24271,1
7709,194580,1
7709,799818,1
7709,161647,1
7709,357702,1
7709,1114109,0
7709,1112427,0
7709,1112277,0
7709,1112274,0
7709,1112250,0
7839,157928,1
7839,774628,1
7839,1113967,0
7839,1113966,0
7839,1109388,0
7839,1102826,0
7839,1100604,0
7904,601020,1
7904,198064,1
7904,603478,1
7904,1071650,1
7904,900668,1
7904,679412,1
7904,300953,1
7904,782899,1
7904,900687,1
7904,1116244,0
7904,1116224,0
7904,1116205,0
7904,1116148,0
7904,1115864,0
7919,524294,1
7919,545611,1
7919,373442,1
7919,1113725,0
7919,1113142,0
7919,1111308,0
7919,1108022,0
7919,1093855,0
8189,472338,1
8189,262678,1
8189,785215,1
8189,861876,1
8189,278925,1
8189,266927,1
8189,562659,1
8189,11744,1
8189,79368,1
8189,1108721,0
8189,1091619,0
8189,1082585,0
8189,916626,0
8189,889402,0
8255,834643,1
8255,716863,1
8255,363859,1
8255,1079241,0
8255,1066329,0
8255,1016023,0
8255,1012740,0
8255,980392,0
8388,880532,1
8388,517724,1
8388,896769,1
8388,911258,1
8388,921186,1
8388,25483,1
8388,29203,1
8388,98431,1
8388,937494,1
8388,571370,1
8388,746556,1
8388,911259,1
8388,1113977,1
8388,817665,1
8388,798739,1
8388,564522,1
8388,190205,1
8388,1114238,0
8388,1113491,0
8388,1109751,0
8388,1109709,0
8388,1105821,0
8417,853614,1
8417,203665,1
8417,451994,1
8417,1116144,0
8417,1115815,0
8417,1115585,0
8417,1114912,0
8417,1114911,0
8460,396836,1
8460,190065,1
8460,696519,1
8460,932144,1
8460,137931,1
8460,702684,1
8460,71653,1
8460,485645,1
8460,102836,1
8460,645727,1
8460,338586,1
8460,344110,1
8460,96353,1
8460,933401,1
8460,952726,1
8460,96349,1
8460,865245,1
8460,44060,1
8460,26040,1
8460,471470,1
8460,65592,1
8460,644029,1
8460,644036,1
8460,274536,1
8460,1116103,1
8460,400566,1
8460,338518,1
8460,344109,1
8460,448597,1
8460,933400,1
8460,148722,1
8460,251610,1
8460,674276,1
8460,251609,1
8460,491286,1
8460,790532,1
8460,345733,1
8460,675013,1
8460,644013,1
8460,790533,1
8460,358006,1
8460,81146,1
8460,737517,1
8460,381428,1
8460,287678,1
8460,970498,1
8460,1083716,1
8460,970174,1
8460,96356,1
8460,511279,1
8460,675014,1
8460,873393,1
8460,45784,1
8460,44058,1
8460,771250,1
8460,1044477,1
8460,850186,1
8460,396838,1
8460,1014305,1
8460,214568,1
8460,381419,1
8460,171365,1
8460,1069645,1
8460,311413,1
8460,440409,1
8460,96351,1
8460,850188,1
8460,400565,1
8460,251863,1
8460,700285,1
8460,145543,1
8460,681366,1
8460,437666,1
8460,771254,1
8460,71649,1
8460,382336,1
8460,95881,1
8460,96347,1
8460,251861,1
8460,95883,1
8460,932143,1
8460,550398,1
8460,959546,1
8460,908841,1
8460,897014,1
8460,81134,1
8460,200368,1
8460,1008175,1
8460,437662,1
8460,471472,1
8460,164907,1
8460,973328,1
8460,175476,1
8460,249980,1
8460,437665,1
8460,790531,1
8460,296830,1
8460,190067,1
8460,469338,1
8460,137937,1
8460,137936,1
8460,644032,1
8460,403012,1
8460,644031,1
8460,555275,1
8460,43299,1
8460,1038381,1
8460,674283,1
8460,102834,1
8460,512525,1
8460,81133,1
8460,702683,1
8460,1053434,1
8460,1102614,0
8460,1100662,0
8460,1083769,0
8460,1083768,0
8460,1083703,0
8773,181246,1
8773,345790,1
8773,585226,1
8773,943754,1
8773,591618,1
8773,1107994,0
8773,1105490,0
8773,1097091,0
8773,1096858,0
8773,1093370,0
8939,163600,1
8939,61346,1
8939,436614,1
8939,894293,0
8939,894237,0
8939,696920,0
8939,609249,0
8939,513804,0
9221,33896,1
9221,790425,1
9221,1110583,0
9221,1104418,0
9221,1103833,0
9221,1097324,0
9221,1097320,0
9280,975380,1
9280,300479,1
9280,300543,1
9280,458,1
9280,300494,1
9280,820333,1
9280,920628,1
9280,312761,1
9280,900327,1
9280,1014185,1
9280,928096,1
9280,600524,1
9280,432192,1
9280,450,1
9280,1032341,1
9280,573513,1
9280,327246,1
9280,524144,1
9280,900339,1
9280,454,1
9280,377596,1
9280,600484,1
9280,667899,1
9280,221989,1
9280,583946,1
9280,506217,1
9280,534768,1
9280,62247,1
9280,16395,1
9280,501,1
9280,571600,1
9280,600506,1
9280,220647,1
9280,198970,1
9280,274706,1
9280,774273,1
9280,794197,1
9280,347139,1
9280,1110932,0
9280,1110931,0
9280,1105151,0
9280,1104678,0
9280,1090792,0
9445,299465,1
9445,525400,1
9445,234682,1
9445,679408,1
9445,234681,1
9445,778849,1
9445,81261,1
9445,12616,1
9445,380982,1
9445,1069693,1
9445,430642,1
9445,1112245,0
9445,1112214,0
9445,1111854,0
9445,1111772,0
9445,1111736,0
9493,500785,1
9493,312202,1
9493,81532,1
9493,625180,1
9493,274467,1
9493,173509,1
9493,1044813,1
9493,152437,1
9493,265336,1
9493,1075517,1
9493,6310,1
9493,146112,1
9493,333411,1
9493,1024775,1
9493,33924,1
9493,202204,1
9493,924978,1
9493,973611,1
9493,1102991,0
9493,1088419,0
9493,1061104,0
9493,1060525,0
9493,1050535,0
9584,863625,1
9584,264124,1
9584,1075583,1
9584,1115762,0
9584,1115282,0
9584,1115049,0
9584,1114855,0
9584,1114792,0
9587,1018496,1
9587,806836,1
9587,1098877,0
9587,1076175,0
9587,1069924,0
9587,1045847,0
9587,1043595,0
9621,297810,1
9621,890209,1
9621,1104021,0
9621,1103952,0
9621,1102450,0
9621,1094560,0
9621,1091550,0
9680,570052,1
9680,634821,1
9680,784773,1
9680,209304,1
9680,302194,1
9680,233913,1
9680,211887,1
9680,927698,1
9680,901582,1
9680,436614,1
9680,596256,1
9680,340642,1
9680,870732,1
9680,1068595,0
9680,1068217,0
9680,1068139,0
9680,1068137,0
9680,1067995,0
9718,1014185,1
9718,900321,1
9718,460,1
9718,820820,1
9718,1113498,0
9718,1113497,0
9718,1100711,0
9718,1093494,0
9718,1087947,0
9863,570197,1
9863,400568,1
9863,1030281,1
9863,954945,1
9863,138900,1
9863,24145,1
9863,886133,1
9863,1061158,1
9863,571561,1
9863,17353,1
9863,1116144,0
9863,1115815,0
9863,1115585,0
9863,1114912,0
9863,1114911,0
9946,1057569,1
9946,625454,1
9946,554204,1
9946,688320,1
9946,34622,1
9946,1107262,1
9946,1116103,0
9946,1116075,0
9946,1115243,0
9946,1115154,0
9946,1114241,0
9973,13471,1
9973,963489,1
9973,985378,1
9973,36531,1
9973,599613,1
9973,303349,1
9973,1076684,1
9973,220119,1
9973,179941,1
9973,611557,1
9973,812287,1
9973,179918,1
9973,706966,1
9973,867370,1
9973,1101674,1
9973,61346,1
9973,1030359,1
9973,841824,1
9973,461568,1
9973,544613,1
9973,470454,1
9973,510880,1
9973,498541,1
9973,173868,1
9973,374506,1
9973,418554,1
9973,544379,1
9973,436614,1
9973,325424,1
9973,25476,1
9973,611421,1
9973,1112361,0
9973,1112249,0
9973,1083663,0
9973,1083657,0
9973,1039070,0
10101,173774,1
10101,1083526,1
10101,156577,1
10101,255077,1
10101,1004559,1
10101,827615,1
10101,1076792,0
10101,365861,0
10101,1116309,0
10101,1116300,0
10101,1116258,0
10117,850643,1
10117,224052,1
10117,612797,1
10117,909973,0
10117,837885,0
10117,746245,0
10117,611081,0
10117,327165,0
10729,920931,1
10729,1104538,1
10729,502453,1
10729,28599,1
10729,579551,1
10729,1115899,0
10729,1115894,0
10729,1114874,0
10729,1114860,0
10729,1114616,0
11211,179699,1
11211,340464,1
11211,1065166,0
11211,1065165,0
11211,1065154,0
11211,1054013,0
11211,1030552,0
11316,398618,1
11316,54434,1
11316,884523,1
11316,1030489,1
11316,462288,0
11316,387476,0
11316,255991,0
11316,1116201,0
11316,1115910,0
11382,92959,1
11382,225871,1
11382,677075,1
11382,700446,1
11382,1115770,0
11382,1113961,0
11382,1113056,0
11382,1110282,0
11382,1109482,0
11447,821176,1
11447,632037,1
11447,864529,1
11447,1115270,0
11447,1114745,0
11447,1113657,0
11447,1111685,0
11447,1110597,0
11521,274129,1
11521,919831,1
11521,821112,1
11521,578948,1
11521,1075583,1
11521,25827,1
11521,430747,1
11521,1111823,0
11521,1095405,0
11521,1075739,0
11521,1044509,0
11521,1024195,0
11535,1013029,1
11535,755904,1
11535,485031,1
11535,1013034,1
11535,455975,1
11535,673147,1
11535,627516,1
11535,1013028,1
11535,244902,1
11535,455955,1
11535,341892,1
11535,963968,0
11535,803779,0
11535,697165,0
11535,687049,0
11535,616456,0
11561,1022919,1
11561,200288,1
11561,262696,1
11561,519700,1
11561,1061257,1
11561,458176,1
11561,75639,1
11561,225505,1
11561,213347,1
11561,1091065,1
11561,842287,1
11561,1039844,1
11561,322983,1
11561,378503,1
11561,79368,1
11561,1114109,0
11561,1112427,0
11561,1112277,0
11561,1112274,0
11561,1112250,0
11634,522858,1
11634,659213,1
11634,900173,1
11634,543800,1
11634,300233,1
11634,659222,1
11634,956226,0
11634,942341,0
11634,766252,0
11634,749868,0
11634,692702,0
11640,653377,1
11640,926472,1
11640,809481,1
11640,36594,1
11640,887522,1
11640,1113346,0
11640,1113287,0
11640,1112325,0
11640,1111844,0
11640,1111826,0
11647,25681,1
11647,473965,1
11647,220673,1
11647,820333,1
11647,339688,1
11647,520632,1
11647,520677,1
11647,1059252,1
11647,220297,1
11647,520613,1
11647,175338,1
11647,191541,1
11647,1059254,1
11647,482,1
11647,959921,1
11647,198970,1
11647,220681,1
11647,372604,1
11647,1111811,0
11647,1091587,0
11647,1073364,0
11647,1063359,0
11647,1058347,0
11714,456104,1
11714,813932,1
11714,15894,1
11714,178453,1
11714,755906,1
11714,456012,1
11714,456007,1
11714,617983,1
11714,456074,1
11714,152508,1
11714,205874,1
11714,1116230,0
11714,1116030,0
11714,1115633,0
11714,1115254,0
11714,1115249,0
11870,975612,1
11870,1026587,1
11870,508794,1
11870,1115907,0
11870,1115224,0
11870,1114712,0
11870,1114454,0
11870,1114421,0
12124,519595,1
12124,901261,1
12124,1739,1
12124,342996,1
12124,1111829,0
12124,1095646,0
12124,1091583,0
12124,1090763,0
12124,1087226,0
12189,317149,1
12189,600394,1
12189,28072,1
12189,871090,1
12189,1106745,0
12189,1103729,0
12189,1099104,0
12189,1097012,0
12189,1095609,0
12363,468292,1
12363,92494,1
12363,638018,1
12363,1106658,0
12363,1041609,0
12363,981466,0
12363,862043,0
12363,752209,0
12393,11623,1
12393,522836,1
12393,311044,1
12393,130364,1
12393,803853,1
12393,563184,1
12393,246606,1
12393,246613,1
12393,246487,1
12393,846134,1
12393,364109,1
12393,276033,1
12393,741664,1
12393,1074188,1
12393,10312,1
12393,576761,1
12393,771770,1
12393,615045,1
12393,1115280,0
12393,1114678,0
12393,1112082,0
12393,1112045,0
12393,1110808,0
12623,1066065,1
12623,504754,1
12623,1111299,0
12623,1110404,0
12623,1110401,0
12623,1081508,0
12623,1065420,0
12679,889499,1
12679,255602,1
12679,564181,1
12679,13313,1
12679,314425,1
12679,272504,1
12679,1116220,0
12679,1116172,0
12679,1115878,0
12679,1115760,0
12679,1115707,0
12710,266927,1
12710,591265,1
12710,1114649,0
12710,1113128,0
12710,1113093,0
12710,1112370,0
12710,1112240,0
13137,789998,1
13137,239665,1
13137,1016876,0
13137,1014740,0
13137,974074,0
13137,958299,0
13137,949148,0
13270,1090580,1
13270,74930,1
13270,1029177,1
13270,217597,1
13270,496109,1
13270,282703,1
13270,217664,1
13270,954861,1
13270,1057545,1
13270,614162,1
13270,919522,1
13270,670547,1
13270,261559,1
13270,817379,1
13270,1037692,1
13270,273284,1
13270,217697,1
13270,1063367,0
13270,1058477,0
13270,1048858,0
13270,1024409,0
13270,995713,0
13425,529912,1
13425,54466,1
13425,1115984,0
13425,1113847,0
13425,1113163,0
13425,1112282,0
13425,1109239,0
13615,488115,1
13615,883190,1
13615,980404,1
13615,786437,1
13615,110173,1
13615,778596,1
13615,184539,1
13615,339057,1
13615,209073,1
13615,820184,1
13615,353720,1
13615,372456,1
13615,36563,1
13615,159740,1
13615,336292,1
13615,931118,1
13615,159739,1
13615,1115531,0
13615,1115241,0
13615,1115006,0
13615,1114736,0
13615,1114710,0
13891,977570,1
13891,69832,1
13891,852616,1
13891,617456,1
13891,1051104,1
13891,742054,1
13891,1115223,0
13891,1113560,0
13891,1112271,0
13891,1112173,0
13891,1111824,0
